OBJECT_NAME,NORAD_CAT_ID,COUNTRY,LAUNCH,COMMENT
SOYUZ 18 DEB,7955,CIS,1975-05-24,
SL-12 PLAT,7954,CIS,1975-06-14,
SOYUZ 18 DEB,7953,CIS,1975-05-24,
COSMOS 742 DEB,7952,CIS,1975-06-03,
COSMOS 742 DEB,7951,CIS,1975-06-03,
SL-12 R/B,7950,CIS,1975-06-14,
SOYUZ 18 DEB,7949,CIS,1975-05-24,
SOYUZ 18 DEB,7948,CIS,1975-05-24,
DELTA 1 DEB,7945,US,1972-07-23,
DELTA 1 DEB,7944,US,1972-07-23,
DELTA 1 DEB,7943,US,1972-07-23,
DELTA 1 DEB,7942,US,1972-07-23,
DELTA 1 DEB,7941,US,1972-07-23,
DELTA 1 DEB,7936,US,1972-07-23,
DELTA 1 DEB,7935,US,1972-07-23,
DELTA 1 DEB,7934,US,1972-07-23,
DELTA 1 DEB,7932,US,1972-07-23,
DELTA 1 DEB,7931,US,1972-07-23,
DELTA 1 DEB,7930,US,1972-07-23,
DELTA 1 DEB,7929,US,1972-07-23,
DELTA 1 DEB,7928,US,1972-07-23,
SL-4 DEB,7927,CIS,1975-06-12,
SL-4 R/B,7926,CIS,1975-06-12,
COSMOS 743,7925,CIS,1975-06-12,
COSMOS 724 DEB (ANTENNA),7923,CIS,1975-04-07,
COSMOS 724 DEB (PELPS),7922,CIS,1975-04-07,
COSMOS 740 DEB,7921,CIS,1975-05-28,
COSMOS 740 DEB,7920,CIS,1975-05-28,
TITAN 3D R/B,7919,US,1975-06-08,
OPS 6381,7918,US,1975-06-08,
SL-12 PLAT,7917,CIS,1975-06-08,
SL-12 R/B,7916,CIS,1975-06-08,
DELTA 1 DEB,7914,US,1972-07-23,
SL-4 DEB,7913,CIS,1975-06-03,
SOYUZ 18 DEB,7912,CIS,1975-05-24,
SOYUZ 18 DEB,7911,CIS,1975-05-24,
SRET 2,7910,FR,1975-06-05,
DELTA 1 DEB,7909,US,1972-07-23,
DELTA 1 DEB,7908,US,1972-07-23,
SL-6 DEB,7906,CIS,1975-06-05,
SL-6 PLAT,7905,CIS,1975-06-05,
SL-6 R/B(1),7904,CIS,1975-06-05,
MOLNIYA 1-30,7903,CIS,1975-06-05,
SL-4 R/B,7901,CIS,1975-06-03,
COSMOS 742,7900,CIS,1975-06-03,
DELTA 1 DEB,7899,US,1972-07-23,
DELTA 1 DEB,7898,US,1972-07-23,
DELTA 1 DEB,7897,US,1972-07-23,
DELTA 1 DEB,7896,US,1972-07-23,
DELTA 1 DEB,7895,US,1972-07-23,
DELTA 1 DEB,7894,US,1972-07-23,
DELTA 1 DEB,7891,US,1972-07-23,
DELTA 1 DEB,7889,US,1972-07-23,
DELTA 1 DEB,7888,US,1972-07-23,
DELTA 1 DEB,7887,US,1972-07-23,
DELTA 1 DEB,7886,US,1972-07-23,
COSMOS 731 DEB,7885,CIS,1975-05-21,
DELTA 1 DEB,7884,US,1972-07-23,
DELTA 1 DEB,7883,US,1972-07-23,
DELTA 1 DEB,7882,US,1972-07-23,
COSMOS 731 DEB,7881,CIS,1975-05-21,
COSMOS 731 DEB,7880,CIS,1975-05-21,
COSMOS 731 DEB,7879,CIS,1975-05-21,
SL-4 R/B,7878,CIS,1975-05-30,
COSMOS 741,7877,CIS,1975-05-30,
DELTA 1 DEB,7876,US,1972-07-23,
DELTA 1 DEB,7875,US,1972-07-23,
DELTA 1 DEB,7874,US,1972-07-23,
DELTA 1 DEB,7873,US,1972-07-23,
DELTA 1 DEB,7872,US,1972-07-23,
DELTA 1 DEB,7871,US,1972-07-23,
DELTA 1 DEB,7870,US,1972-07-23,
DELTA 1 DEB,7869,US,1972-07-23,
DELTA 1 DEB,7868,US,1972-07-23,
DELTA 1 DEB,7867,US,1972-07-23,
DELTA 1 DEB,7866,US,1972-07-23,
DELTA 1 DEB,7864,US,1972-07-23,
DELTA 1 DEB,7863,US,1972-07-23,
DELTA 1 DEB,7862,US,1972-07-23,
DELTA 1 DEB,7861,US,1972-07-23,
DELTA 1 DEB,7860,US,1972-07-23,
DELTA 1 DEB,7859,US,1972-07-23,
DELTA 1 DEB,7858,US,1972-07-23,
DELTA 1 DEB,7857,US,1972-07-23,
DELTA 1 DEB,7856,US,1972-07-23,
DELTA 1 DEB,7855,US,1972-07-23,
DELTA 1 DEB,7854,US,1972-07-23,
DELTA 1 DEB,7853,US,1972-07-23,
DELTA 1 DEB,7852,US,1972-07-23,
DELTA 1 DEB,7848,US,1972-07-23,
DELTA 1 DEB,7847,US,1972-07-23,
DELTA 1 DEB,7845,US,1972-07-23,
DELTA 1 DEB,7844,US,1972-07-23,
DELTA 1 DEB,7843,US,1972-07-23,
DELTA 1 DEB,7842,US,1972-07-23,
DELTA 1 DEB,7841,US,1972-07-23,
DELTA 1 DEB,7840,US,1972-07-23,
DELTA 1 DEB,7837,US,1972-07-23,
DELTA 1 DEB,7835,US,1972-07-23,
DELTA 1 DEB,7834,US,1972-07-23,
DELTA 1 DEB,7833,US,1972-07-23,
DELTA 1 DEB,7832,US,1972-07-23,
SL-4 DEB,7830,CIS,1975-05-28,
SL-4 R/B,7829,CIS,1975-05-28,
COSMOS 740,7821,CIS,1975-05-28,
SL-4 R/B,7819,CIS,1975-05-24,
SOYUZ 18,7818,CIS,1975-05-24,
COSMOS 699 DEB,7814,CIS,1974-12-24,
SL-4 DEB,7813,CIS,1975-05-21,
SL-4 DEB,7812,CIS,1975-05-21,
SL-4 R/B,7811,CIS,1975-05-21,
COSMOS 731,7810,CIS,1975-05-21,
TITAN 3C R/B,7809,US,1975-05-20,
OPS 9436 (DSCS 2-6),7808,US,1975-05-20,
OPS 9435 (DSCS 2-5),7807,US,1975-05-20,
DIAMANT B-P4 DEB,7806,FR,1975-05-17,
DIAMANT B-P4 DEB,7805,FR,1975-05-17,
DIAMANT B-P4 DEB,7804,FR,1975-05-17,
DIAMANT B-P4 R/B,7803,FR,1975-05-17,
D5B (CASTOR),7802,FR,1975-05-17,
D5A (POLLUX),7801,FR,1975-05-17,
COSMOS 723 DEB,7799,CIS,1975-04-02,
COSMOS 723 DEB,7798,CIS,1975-04-02,
COSMOS 723 DEB (PELPS),7797,CIS,1975-04-02,
COSMOS 723 DEB,7796,CIS,1975-04-02,
COSMOS 723 DEB (ANTENNA),7795,CIS,1975-04-02,
DELTA 1 R/B(2),7794,US,1975-05-07,
COSMOS 699 DEB,7793,CIS,1974-12-24,
DELTA 1 DEB,7792,US,1975-05-07,
DELTA 1 R/B(1),7791,US,1975-05-07,
SCOUT F-1 R/B,7789,US,1975-05-07,
EXPLORER 53,7788,US,1975-05-07,
COSMOS 730 DEB,7787,CIS,1975-04-24,
COSMOS 730 DEB,7786,CIS,1975-04-24,
COSMOS 730 DEB,7785,CIS,1975-04-24,
COSMOS 699 DEB,7784,CIS,1974-12-24,
COSMOS 699 DEB,7783,CIS,1974-12-24,
SL-6 PLAT,7782,CIS,1975-04-29,
SL-6 R/B(1),7781,CIS,1975-04-29,
COSMOS 728 DEB,7779,CIS,1975-04-18,
COSMOS 728 DEB,7778,CIS,1975-04-18,
SL-8 DEB,7777,CIS,1975-02-05,
COSMOS 728 DEB,7776,CIS,1975-04-18,
COSMOS 727 DEB,7775,CIS,1975-04-16,
COSMOS 727 DEB,7774,CIS,1975-04-16,
SL-4 DEB,7773,CIS,1975-04-24,
SL-4 DEB,7772,CIS,1975-04-24,
SL-4 R/B,7771,CIS,1975-04-24,
COSMOS 730,7770,CIS,1975-04-24,
COSMOS 699 DEB,7767,CIS,1974-12-24,
COSMOS 699 DEB,7766,CIS,1974-12-24,
COSMOS 699 DEB,7765,CIS,1974-12-24,
COSMOS 699 DEB,7764,CIS,1974-12-24,
COSMOS 699 DEB,7763,CIS,1974-12-24,
COSMOS 699 DEB,7762,CIS,1974-12-24,
SL-4 DEB,7761,CIS,1975-04-18,
COSMOS 699 DEB,7760,CIS,1974-12-24,
COSMOS 699 DEB,7759,CIS,1974-12-24,
COSMOS 699 DEB,7758,CIS,1974-12-24,
COSMOS 699 DEB,7757,CIS,1974-12-24,
COSMOS 699 DEB,7756,CIS,1974-12-24,
COSMOS 699 DEB,7755,CIS,1974-12-24,
COSMOS 699 DEB,7754,CIS,1974-12-24,
SL-8 R/B,7753,CIS,1975-04-19,
ARYABHATA,7752,IND,1975-04-19,
SL-4 DEB,7751,CIS,1975-04-18,
COSMOS 699 DEB,7750,CIS,1974-12-24,
COSMOS 699 DEB,7749,CIS,1974-12-24,
COSMOS 699 DEB,7748,CIS,1974-12-24,
OPS 4883,7747,US,1975-04-18,
SL-4 R/B,7746,CIS,1975-04-18,
COSMOS 728,7745,CIS,1975-04-18,
SL-4 DEB,7744,CIS,1975-04-16,
SL-4 R/B,7743,CIS,1975-04-16,
COSMOS 727,7742,CIS,1975-04-16,
SL-6 R/B(2),7741,CIS,1975-04-14,
SL-6 PLAT,7740,CIS,1975-04-14,
SL-6 R/B(1),7739,CIS,1975-04-14,
MOLNIYA 3-2,7738,CIS,1975-04-14,
COSMOS 722 DEB,7733,CIS,1975-03-27,
COSMOS 722 DEB,7732,CIS,1975-03-27,
SL-7 R/B,7731,CIS,1975-04-08,
COSMOS 725,7730,CIS,1975-04-08,
COSMOS 722 DEB,7729,CIS,1975-03-27,
COSMOS 722 DEB,7728,CIS,1975-03-27,
COSMOS 720 DEB,7726,CIS,1975-03-21,
COSMOS 720 DEB,7725,CIS,1975-03-21,
SL-8 DEB *,7724,CIS,1974-12-18,
SL-8 DEB,7723,CIS,1974-12-18,
SL-8 DEB,7722,CIS,1974-12-18,
COSMOS 721 DEB,7721,CIS,1975-03-26,
COSMOS 721 DEB,7720,CIS,1975-03-26,
COSMOS 720 DEB *,7719,CIS,1975-03-21,
COSMOS 720 DEB,7717,CIS,1975-03-21,
SL-4 DEB,7716,CIS,1975-03-27,
SL-8 R/B,7713,CIS,1975-03-27,
SL-4 DEB,7712,CIS,1975-03-27,
SL-4 R/B,7711,CIS,1975-03-27,
INTERCOSMOS 13,7710,CIS,1975-03-27,
COSMOS 722,7709,CIS,1975-03-27,
SL-4 DEB,7708,CIS,1975-03-26,
SL-4 DEB,7707,CIS,1975-03-26,
SL-4 R/B,7706,CIS,1975-03-26,
COSMOS 721,7705,CIS,1975-03-26,
SALYUT 4 DEB,7704,CIS,1974-12-26,
COSMOS 719 DEB,7703,CIS,1975-03-12,
COSMOS 719 DEB,7702,CIS,1975-03-12,
COSMOS 719 DEB,7701,CIS,1975-03-12,
SL-4 DEB,7700,CIS,1975-03-21,
SL-4 DEB,7699,CIS,1975-03-21,
SL-4 DEB,7698,CIS,1975-03-21,
SL-4 R/B,7697,CIS,1975-03-21,
COSMOS 720,7696,CIS,1975-03-21,
SL-8 DEB,7695,CIS,1974-12-18,
SCOUT D-1 DEB,7694,US,1974-08-30,
SL-4 DEB,7693,CIS,1975-03-12,
SL-4 R/B,7692,CIS,1975-03-12,
COSMOS 719,7691,CIS,1975-03-12,
COSMOS 710 DEB,7690,CIS,1975-02-26,
COSMOS 710 DEB,7689,CIS,1975-02-26,
SL-4 DEB,7677,CIS,1975-02-26,
SL-4 R/B,7676,CIS,1975-02-26,
COSMOS 710,7675,CIS,1975-02-26,
M-3C R/B,7674,JPN,1975-02-24,
COSMOS 709 DEB,7673,CIS,1975-02-12,
COSMOS 709 DEB,7672,CIS,1975-02-12,
SRATS (TAIYO),7671,JPN,1975-02-24,
TRANSIT 15 DEB,7670,US,1967-04-14,
SL-4 DEB,7669,CIS,1975-02-12,NO INITIAL ELEMENTS
SL-4 DEB,7668,CIS,1975-02-12,NO INITIAL ELEMENTS
SL-4 DEB,7667,CIS,1975-02-12,NO INITIAL ELEMENTS
SL-4 R/B,7666,CIS,1975-02-12,
COSMOS 709,7664,CIS,1975-02-12,
SALYUT 4 DEB,7662,CIS,1974-12-26,
SALYUT 4 DEB,7661,CIS,1974-12-26,
DELTA 1 DEB,7660,US,1975-02-06,
SALYUT 4 DEB,7658,CIS,1974-12-26,
SALYUT 4 DEB,7657,CIS,1974-12-26,
SALYUT 4 DEB,7656,CIS,1974-12-26,
SL-6 R/B(2),7653,CIS,1975-02-06,
DELTA 1 DEB,7652,US,1975-02-06,
DELTA 1 DEB,7651,US,1975-02-06,
DELTA 1 R/B(1),7650,US,1975-02-06,
COSMOS 704 DEB,7649,CIS,1975-01-23,
SL-8 DEB,7645,CIS,1975-02-05,
COSMOS 704 DEB,7644,CIS,1975-01-23,
SL-6 PLAT,7643,CIS,1975-02-06,
SL-6 R/B(1),7642,CIS,1975-02-06,
MOLNIYA 2-12,7641,CIS,1975-02-06,
SOYUZ 17 DEB,7640,CIS,1975-01-10,
SL-8 DEB,7639,CIS,1975-02-05,
SL-8 R/B,7638,CIS,1975-02-05,
COSMOS 707,7637,CIS,1975-02-05,
SL-8 DEB,7636,CIS,1974-12-18,
SOYUZ 17 DEB,7635,CIS,1975-01-10,
SALYUT 4 DEB,7634,CIS,1974-12-26,
SOYUZ 17 DEB,7633,CIS,1975-01-10,
COSMOS 704 DEB,7632,CIS,1975-01-23,
COSMOS 704 DEB,7631,CIS,1975-01-23,
SALYUT 4 DEB,7630,CIS,1974-12-26,
SALYUT 4 DEB,7628,CIS,1974-12-26,
SL-6 PLAT,7627,CIS,1975-01-30,
SL-6 R/B(1),7626,CIS,1975-01-30,
SL-7 R/B,7624,CIS,1975-01-28,
COSMOS 705,7623,CIS,1975-01-28,
SOYUZ 17 DEB,7622,CIS,1975-01-10,
SL-4 DEB,7621,CIS,1975-01-23,
SL-4 DEB,7620,CIS,1975-01-23,
SL-4 DEB,7619,CIS,1975-01-23,
SL-4 R/B,7618,CIS,1975-01-23,
COSMOS 704,7617,CIS,1975-01-23,
SOYUZ 17 DEB,7614,CIS,1975-01-10,
SOYUZ 17 DEB,7613,CIS,1975-01-10,
SL-7 R/B,7612,CIS,1975-01-21,
COSMOS 703,7611,CIS,1975-01-21,
SOYUZ 17 DEB,7610,CIS,1975-01-10,
SL-4 DEB,7609,CIS,1975-01-17,
SALYUT 4 DEB,7608,CIS,1974-12-26,
SL-4 R/B,7607,CIS,1975-01-17,
COSMOS 702,7606,CIS,1975-01-17,
SL-4 R/B,7605,CIS,1975-01-10,
SOYUZ 17,7604,CIS,1975-01-10,
COSMOS 701 DEB,7603,CIS,1974-12-27,
COSMOS 701 DEB,7602,CIS,1974-12-27,
COSMOS 701 DEB,7601,CIS,1974-12-27,
SL-4 DEB,7600,CIS,1974-12-27,
SL-4 DEB,7599,CIS,1974-12-27,
SALYUT 4 DEB,7598,CIS,1974-12-26,
SL-4 R/B,7597,CIS,1974-12-27,
COSMOS 701,7596,CIS,1974-12-27,
SALYUT 4 DEB,7595,CIS,1974-12-26,
SL-13 R/B,7592,CIS,1974-12-26,
SALYUT 4,7591,CIS,1974-12-26,
COSMOS 697 DEB,7590,CIS,1974-12-13,
COSMOS 697 DEB,7589,CIS,1974-12-13,
SL-11 R/B,7588,CIS,1974-12-24,
COSMOS 699,7587,CIS,1974-12-24,
SL-6 R/B(2),7586,CIS,1974-12-21,
SL-6 PLAT,7585,CIS,1974-12-21,
SL-6 R/B(1),7584,CIS,1974-12-21,
MOLNIYA 2-11,7583,CIS,1974-12-21,
SL-8 DEB,7582,CIS,1974-12-18,
THORAD DELTA 1 DEB,7581,US,1974-12-19,
THORAD DELTA 1 DEB,7580,US,1974-12-19,
THORAD DELTA 1 R/B(1),7579,US,1974-12-19,
SL-8 R/B,7577,CIS,1974-12-18,
COSMOS 698,7576,CIS,1974-12-18,
SL-4 DEB,7573,CIS,1974-12-13,
SL-4 R/B,7572,CIS,1974-12-13,
COSMOS 697,7571,CIS,1974-12-13,
TITAN 3E CENTAUR R/B(1),7568,US,1974-12-10,
SL-4 DEB,7566,CIS,1974-12-02,
SL-4 DEB,7565,CIS,1974-12-02,
SL-4 DEB,7564,CIS,1974-12-02,
SL-4 DEB,7563,CIS,1974-12-02,
SL-4 R/B,7562,CIS,1974-12-02,
SOYUZ 16,7561,CIS,1974-12-02,
TRANSIT 14 DEB,7558,US,1966-08-18,
COSMOS 694 DEB,7557,CIS,1974-11-16,
COSMOS 694 DEB,7556,CIS,1974-11-16,
COSMOS 694 DEB,7555,CIS,1974-11-16,
SL-4 DEB,7554,CIS,1974-11-27,
SL-4 DEB,7553,CIS,1974-11-27,
SL-4 R/B,7552,CIS,1974-11-27,
COSMOS 696,7551,CIS,1974-11-27,
THORAD DELTA 1 R/B(1),7550,US,1974-11-23,
THORAD DELTA 1 DEB,7549,US,1974-11-23,
THORAD DELTA 1 DEB,7548,US,1974-11-23,
SL-6 R/B(2),7546,CIS,1974-11-21,
SL-6 DEB,7543,CIS,1974-11-21,
SL-6 PLAT,7542,CIS,1974-11-21,
SL-6 R/B(1),7541,CIS,1974-11-21,
MOLNIYA 3-1,7540,CIS,1974-11-21,
SL-7 R/B,7539,CIS,1974-11-20,
COSMOS 695,7538,CIS,1974-11-20,
SL-4 DEB,7537,CIS,1974-11-16,
SL-4 DEB,7536,CIS,1974-11-16,
SL-4 R/B,7535,CIS,1974-11-16,
COSMOS 693 DEB,7534,CIS,1974-11-04,
COSMOS 694,7533,CIS,1974-11-16,
COSMOS 690 DEB,7528,CIS,1974-10-22,
COSMOS 690 DEB,7527,CIS,1974-10-22,
COSMOS 686 DEB,7526,CIS,1974-09-26,
COSMOS 692 DEB,7525,CIS,1974-11-01,
COSMOS 690 DEB,7524,CIS,1974-10-22,
COSMOS 690 DEB,7523,CIS,1974-10-22,
COSMOS 690 DEB,7522,CIS,1974-10-22,
COSMOS 690 DEB,7521,CIS,1974-10-22,
COSMOS 692 DEB,7520,CIS,1974-11-01,
SL-8 DEB *,7519,CIS,1974-05-21,
SL-8 DEB *,7518,CIS,1974-05-21,
SL-8 DEB *,7517,CIS,1974-05-21,
SL-8 DEB,7516,CIS,1974-05-21,
SL-8 DEB,7515,CIS,1974-05-21,
SL-4 DEB,7514,CIS,1974-11-04,
SL-4 DEB,7513,CIS,1974-11-04,
COSMOS 691 DEB,7512,CIS,1974-10-25,
COSMOS 691 DEB,7511,CIS,1974-10-25,
SL-4 R/B,7510,CIS,1974-11-04,
COSMOS 693,7509,CIS,1974-11-04,
SL-8 DEB,7508,CIS,1974-10-31,
SL-8 DEB,7507,CIS,1974-10-31,
SL-4 DEB,7506,CIS,1974-11-01,
SL-4 DEB,7505,CIS,1974-11-01,
SL-4 DEB,7504,CIS,1974-11-01,
SL-4 R/B,7503,CIS,1974-11-01,
COSMOS 692,7502,CIS,1974-11-01,
SL-8 R/B,7501,CIS,1974-10-31,
INTERCOSMOS 12,7500,CIS,1974-10-31,
OPS 8452,7499,US,1974-10-29,
OPS 6239,7498,US,1974-10-29,
TITAN 3D R/B,7497,US,1974-10-29,
COSMOS 688 DEB,7496,CIS,1974-10-18,
OPS 7122,7495,US,1974-10-29,
SL-12 R/B,7494,CIS,1974-10-28,
SL-12 PLAT,7492,CIS,1974-10-28,
LUNA 23,7491,CIS,1974-10-28,LUNAR IMPACT
DELTA 1 DEB,7487,US,1973-11-06,
SL-6 DEB,7486,CIS,1974-10-24,
SL-6 R/B(2),7485,CIS,1974-10-24,
SL-4 R/B,7484,CIS,1974-10-25,
COSMOS 691,7483,CIS,1974-10-25,
SL-6 PLAT,7482,CIS,1974-10-24,
SL-6 R/B(1),7481,CIS,1974-10-24,
MOLNIYA 1-28,7480,CIS,1974-10-24,
SL-4 R/B,7479,CIS,1974-10-22,
COSMOS 690,7478,CIS,1974-10-22,
SL-4 DEB,7475,CIS,1974-10-18,
SL-4 R/B,7474,CIS,1974-10-18,
COSMOS 688,7473,CIS,1974-10-18,
SCOUT B-1 R/B,7472,US,1974-10-15,
ARIEL 5 (UK 5),7471,UK,1974-10-15,
SL-8 R/B,7470,CIS,1974-10-11,
COSMOS 687,7469,CIS,1974-10-11,
THOR DELTA 1 R/B(2),7468,US,1974-10-10,
THOR DELTA 1 R/B(1),7467,US,1974-10-10,
COSMOS 686 DEB,7465,CIS,1974-09-26,
COSMOS 686 DEB,7464,CIS,1974-09-26,
COSMOS 686 DEB,7463,CIS,1974-09-26,
COSMOS 686 DEB,7462,CIS,1974-09-26,
COSMOS 686 DEB,7461,CIS,1974-09-26,
COSMOS 686 DEB,7460,CIS,1974-09-26,
COSMOS 686 DEB,7459,CIS,1974-09-26,
COSMOS 686 DEB,7458,CIS,1974-09-26,
COSMOS 686 DEB,7457,CIS,1974-09-26,
COSMOS 686 DEB,7456,CIS,1974-09-26,
COSMOS 686 DEB,7455,CIS,1974-09-26,
COSMOS 686 DEB,7454,CIS,1974-09-26,
COSMOS 686 DEB,7453,CIS,1974-09-26,
COSMOS 686 DEB,7452,CIS,1974-09-26,
COSMOS 686 DEB,7451,CIS,1974-09-26,
COSMOS 686 DEB,7450,CIS,1974-09-26,
COSMOS 686 DEB,7449,CIS,1974-09-26,
SL-7 R/B,7448,CIS,1974-09-26,
COSMOS 686,7447,CIS,1974-09-26,
SL-4 DEB,7446,CIS,1974-09-20,
COSMOS 685,7445,CIS,1974-09-20,
SL-4 R/B,7444,CIS,1974-09-20,
COSMOS 674 DEB,7432,CIS,1974-08-29,
COSMOS 674 DEB,7431,CIS,1974-08-29,
SCOUT D-1 DEB,7430,US,1974-08-30,
SCOUT D-1 DEB,7429,US,1974-08-30,
SCOUT D-1 R/B,7428,US,1974-08-30,
ANS,7427,NETH,1974-08-30,
SL-4 R/B,7425,CIS,1974-08-29,
COSMOS 674,7423,CIS,1974-08-29,
SL-4 R/B,7422,CIS,1974-08-26,
SOYUZ 15,7421,CIS,1974-08-26,
COSMOS 671 DEB,7420,CIS,1974-08-07,
COSMOS 671 DEB,7419,CIS,1974-08-07,
SL-3 R/B,7418,CIS,1974-08-16,
COSMOS 673,7417,CIS,1974-08-16,
OPS 3004,7416,US,1974-08-14,
SL-4 DEB,7415,CIS,1974-08-12,
SL-4 R/B,7414,CIS,1974-08-12,
COSMOS 672,7413,CIS,1974-08-12,
SL-4 R/B,7410,CIS,1974-08-07,
COSMOS 671,7409,CIS,1974-08-07,
COSMOS 667 DEB,7408,CIS,1974-07-25,
COSMOS 667 DEB,7407,CIS,1974-07-25,
SL-4 R/B,7406,CIS,1974-08-06,
COSMOS 670,7405,CIS,1974-08-06,
COSMOS 669 DEB,7404,CIS,1974-07-26,
COSMOS 669 DEB,7403,CIS,1974-07-26,
COSMOS 669 DEB,7402,CIS,1974-07-26,
COSMOS 669 DEB,7401,CIS,1974-07-26,
SL-12 R/B(AUX MOTOR),7399,CIS,1974-07-29,
COSMOS 654 DEB,7398,CIS,1974-05-17,
COSMOS 654 DEB (PELPS),7397,CIS,1974-05-17,
COSMOS 654 DEB,7396,CIS,1974-05-17,
COSMOS 654 DEB (ANTENNA),7395,CIS,1974-05-17,
SL-12 PLAT,7394,CIS,1974-07-29,
SL-12 R/B(1),7393,CIS,1974-07-29,
SL-4 DEB,7391,CIS,1974-07-26,
SL-4 R/B,7390,CIS,1974-07-26,
COSMOS 669,7389,CIS,1974-07-26,
COSMOS 651 DEB (PELPS),7388,CIS,1974-05-15,
COSMOS 651 DEB (ANTENNA),7387,CIS,1974-05-15,
SL-7 R/B,7386,CIS,1974-07-25,
COSMOS 668,7385,CIS,1974-07-25,
SL-4 R/B,7384,CIS,1974-07-25,
COSMOS 667,7383,CIS,1974-07-25,
SL-6 R/B(2),7382,CIS,1974-07-23,
COSMOS 666 DEB,7381,CIS,1974-07-12,
SCOUT D-1 DEB,7380,US,1974-07-16,
COSMOS 666 DEB,7379,CIS,1974-07-12,
SL-6 PLAT,7378,CIS,1974-07-23,
SL-6 R/B(1),7377,CIS,1974-07-23,
SCOUT D-1 R/B,7375,US,1974-07-16,
SOYUZ 14 DEB,7374,CIS,1974-07-03,
SL-6 R/B(2),7372,CIS,1973-12-25,
AEROS 2,7371,GER,1974-07-16,
ATLAS F R/B,7370,US,1974-07-14,
SL-4 R/B,7368,CIS,1974-07-12,
COSMOS 666,7367,CIS,1974-07-12,
COSMOS 664 DEB,7366,CIS,1974-06-29,
COSMOS 664 DEB,7365,CIS,1974-06-29,
SL-4 R/B,7362,CIS,1974-07-03,
SOYUZ 14,7361,CIS,1974-07-03,
SL-6 PLAT,7360,CIS,1974-06-29,
SL-4 DEB,7359,CIS,1974-06-29,
SL-4 DEB,7358,CIS,1974-06-29,
SL-4 DEB,7357,CIS,1974-06-29,
SL-4 DEB,7356,CIS,1974-06-29,
SL-4 R/B,7355,CIS,1974-06-29,
SL-6 R/B(2),7354,CIS,1974-06-29,
SL-6 R/B(1),7353,CIS,1974-06-29,
COSMOS 665,7352,CIS,1974-06-29,
COSMOS 664,7351,CIS,1974-06-29,
SL-7 R/B,7348,CIS,1974-06-26,
COSMOS 662,7347,CIS,1974-06-26,
SL-13 DEB,7346,CIS,1974-06-24,
SL-13 DEB,7345,CIS,1974-06-24,
SL-13 DEB,7344,CIS,1974-06-24,
SL-13 R/B,7343,CIS,1974-06-24,
SALYUT 3,7342,CIS,1974-06-24,
SL-8 DEB *,7341,CIS,1974-06-21,
SL-8 R/B,7340,CIS,1974-06-21,
COSMOS 661,7339,CIS,1974-06-21,
SL-8 R/B,7338,CIS,1974-06-18,
SL-4 DEB,7336,CIS,1974-06-13,
SL-4 R/B,7335,CIS,1974-06-13,
COSMOS 659,7334,CIS,1974-06-13,
COSMOS 657 DEB,7333,CIS,1974-05-30,
COSMOS 657 DEB,7332,CIS,1974-05-30,
SCOUT E-1 DEB,7331,US,1974-06-03,
OPS 1776,7330,US,1974-06-06,
SL-4 R/B,7329,CIS,1974-06-06,
COSMOS 658,7328,CIS,1974-06-06,
SCOUT E-1 DEB,7327,US,1974-06-03,
SCOUT E-1 R/B,7326,US,1974-06-03,
EXPLORER 52 (HAWKEYE),7325,US,1974-06-03,
SL-12 PLAT,7323,CIS,1974-05-29,
SL-12 R/B,7322,CIS,1974-05-29,
SL-4 DEB,7321,CIS,1974-05-30,
SL-4 R/B,7320,CIS,1974-05-30,
TITAN 3C R/B(1),7319,US,1974-05-30,
COSMOS 657,7317,CIS,1974-05-30,
SL-12 PLAT,7316,CIS,1974-05-29,
SL-4 R/B,7314,CIS,1974-05-27,
COSMOS 656,7313,CIS,1974-05-27,
COSMOS 652 DEB,7312,CIS,1974-05-15,
COSMOS 652 DEB,7311,CIS,1974-05-15,
COSMOS 652 DEB,7310,CIS,1974-05-15,
COSMOS 652 DEB,7309,CIS,1974-05-15,
COSMOS 652 DEB,7308,CIS,1974-05-15,
SL-8 R/B,7307,CIS,1974-05-21,
COSMOS 655,7306,CIS,1974-05-21,
SL-8 DEB,7305,CIS,1974-05-17,
THORAD DELTA 1 DEB,7304,US,1974-05-17,
THORAD DELTA 1 R/B(2),7303,US,1974-05-17,
SL-8 R/B,7302,CIS,1974-05-17,
THORAD DELTA 1 DEB,7301,US,1974-05-17,
THORAD DELTA 1 R/B(1),7300,US,1974-05-17,
INTERCOSMOS 11,7299,CIS,1974-05-17,
SL-4 DEB,7296,CIS,1974-05-15,
SL-4 R/B,7295,CIS,1974-05-15,
SL-4 R/B,7294,CIS,1974-05-15,
COSMOS 653,7293,CIS,1974-05-15,
COSMOS 652,7292,CIS,1974-05-15,
SL-7 DEB,7290,CIS,1974-03-05,
COSMOS 649 DEB,7289,CIS,1974-04-29,
COSMOS 649 DEB,7288,CIS,1974-04-29,
COSMOS 649 DEB,7287,CIS,1974-04-29,
COSMOS 649 DEB,7286,CIS,1974-04-29,
THORAD AGENA D DEB,7285,US,1969-09-30,
SL-4 DEB,7283,CIS,1974-04-29,
SL-4 R/B,7282,CIS,1974-04-29,
COSMOS 649,7280,CIS,1974-04-29,
SL-6 DEB,7279,CIS,1974-04-26,
SL-6 PLAT,7278,CIS,1974-04-26,
